app,good_count,bad_count,total_count
com.cedargames.particle.pop3d,1,0,1
com.game.acm_android,1,0,1
com.kb.nemocolor,1,0,1
com.nonogram.color.picturecross.sudoku.puzzle,1,0,1
com.red.arrows.android,1,0,1
com.saawanapps.photocompress,1,0,1
com.skewer.roasted.grill.cooking.sort.jam,1,0,1
com.ucdevs.jcross,1,0,1
io.hexman.xiconchanger,1,0,1
org.popapp.nonograms,1,0,1
com.PetirtuneniCun.game,1,0,1
com.TechApp.DriftEscape,1,0,1
com.id7qt777.ntla1009,1,0,1
com.seaflod.treasurerush,1,0,1
com.xydnm.DoNotMove,1,0,1
org.chromium.webapk.a4b17c67ddaed412e_v2,1,0,1
com.cnbc.indonesia,1,0,1
com.dsonline.jewelpopper,1,0,1
com.fungames.battletanksbeta,1,0,1
fi.twentyhangersnearme.threegreen,1,0,1
com.fungames2d.furry.pop,1,0,1
com.ultraelfo.photocraft.ai,1,0,1
com.mppdigital.app,1,0,1
ad.august06.rejeki,1,0,1
com.atapkita,1,0,1
net.filerecover.app,1,0,1
video.recovery,1,0,1
com.DefaultCompany.BloodBox,1,0,1
com.HikmahMustopa.UltraHyperGutsTrigger,1,0,1
com.artorys.aiart.aiphotogenerator,1,0,1
com.izakuchi.Decade,1,0,1
com.locator.gps.phone.track,1,0,1
com.mastar.everyday,1,0,1
com.photorestore.filerecovery.videorecovery,1,0,1
id.go.bengkuluutarakab.absensi,1,0,1
org.chromium.webapk.a19554d2cbd54fca0_v2,1,0,1
org.chromium.webapk.a8e773d07e805b0c5_v2,1,0,1
org.chromium.webapk.ac2a92620fe978408_v2,1,0,1
com.gramgames.tenten,1,0,1
com.irccloud.android,1,0,1
com.jiubang.goclockex,1,0,1
com.lokinative,1,0,1
com.mymecare.mecare,1,0,1
com.OnSoft.android.BluetoothChat,1,0,1
com.tokwin.lucky,1,0,1
status.save.video.repost.downloader.saver.download.fastsave,1,0,1
topgame.wondertile.com,1,0,1
app.myzel394.numberhub,1,0,1
ts.prod.simalape_2025,1,0,1
com.otoreport.masterload8apl,1,0,1
com.turborocketgames.wildcraft,1,0,1
kr.sira.metal,1,0,1
com.id4x78.h5la551,1,0,1
com.id6v98.ntla52,1,0,1
com.TDMgame.DragArcadeOnline,1,0,1
com.arkgame.fishingmaster,1,0,1
com.idbsstudio.mabartrukonline,1,0,1
com.toyota.insurance.giadevdroid,1,0,1
